Leaflet Link,Unuseable,Date,Constituency,Party,Leader Picture included,Leader mentioned,Party Logo,"Leaflet Style (Leaflet, Letter, Magazine, Newsletter, Newspaper, CV or Survey)",Opposition leader pictured,Opposition leader mentioned,"squeeze message",Does it include a graph?
https://electionleaflets.org/leaflets/9036,,"Thursday 26th, March 2015",Kingswood,TUSC,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9037,,"Thursday 26th, March 2015",Kingswood,TUSC,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9038,,"Friday 27th, March 2015",Wirral West,Conservative,yes,no,no,leaflet,yes,no,no,no
https://electionleaflets.org/leaflets/9039,,"Friday 27th, March 2015",Aberdeen North,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9040,,"Friday 27th, March 2015",Hampstead and Kilburn,Labour,No,No,Yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9041,,"Friday 27th, March 2015",Hampstead and Kilburn,Labour,No,No,Yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9042,unuseable Duplicate of 9040,,,,,,,,,,,
https://electionleaflets.org/leaflets/9043,,"Friday 27th, March 2015",Hampstead and Kilburn,Conservative,no,no,no,letter and survey,no,no,no,no
https://electionleaflets.org/leaflets/9044,,"Friday 27th, March 2015",Hampstead and Kilburn,Conservative,yes,yes,yes,letter and leaflet,yes,yes,no,no
https://electionleaflets.org/leaflets/9045,,"Friday 27th, March 2015",Hampstead and Kilburn,Conservative,no,no,no,Newsletter,no,no,no,yes
https://electionleaflets.org/leaflets/9046,,"Friday 27th, March 2015",Hampstead and Kilburn,Conservative,no,yes,no,Letter,no,yes,yes,yes
https://electionleaflets.org/leaflets/9047,,"Friday 27th, March 2015",Berwick-upon-Tweed,Liberal Democrat,no,no,no,Newspaper,no,no,no,no
https://electionleaflets.org/leaflets/9048,,"Friday 27th, March 2015",Hornsey and Wood Green,Liberal Democrat,no,no,no,Letter,no,no,no,no
https://electionleaflets.org/leaflets/9049,,"Friday 27th, March 2015",Wallasy,Conservative,no,no,no,Newsletter,no,yes,no,no
https://electionleaflets.org/leaflets/9050,,"Friday 27th, March 2015",Crawley,Conservative,yes,no,no,Leaflet,yes,no,no,no
https://electionleaflets.org/leaflets/9051,,"Friday 27th, March 2015",Merthyr Tydfil and Rhymney,Labour,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9052,,"Friday 27th, March 2015",Presili Pembrokshire,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9053,,"Friday 27th, March 2015",Bristol North West,Labour,no,no,no,letter and leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9054,,"Friday 27th, March 2015",Cambridge,Labour,no,no,yes,Newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9055,,"Friday 27th, March 2015",Ealing Central and Acton,Conservative,yes,yes,yes,letter and leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9056,,"Friday 27th, March 2015",Hornsey and Wood Green,Liberal Democrat,no,no,no,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9057,,"Friday 27th, March 2015",Ealing Central and Acton,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9058,,"Friday 27th, March 2015",Ealing Central and Acton,Conservative,yes,yes,yes,leaflet,yes,yes,no,no
https://electionleaflets.org/leaflets/9059,,"Friday 27th, March 2015","Plymouth, Sutton and Davenport",Conservative,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9060,,"Saturday 28th, March 2015",Southend West,UKIP,no,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9061,,"Saturday 28th, March 2015",St Albans,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9062,,"Saturday 28th, March 2015",Saffron Walden,Residents for Uttlesford,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9063,,"Saturday 28th, March 2015",Enfield North,Conservative,no,no,no,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9064,,"Saturday 28th, March 2015",Enfield North,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9065,,"Saturday 28th, March 2015",Cambridge,Liberal Democrat,no,no,no,newspaper,no,no,yes,yes
https://electionleaflets.org/leaflets/9066,,"Saturday 28th, March 2015",St Ives,Green,no,yes,no,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9067,,"Saturday 28th, March 2015",Ludlow,Conservative,no,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9068,unuseable only part of the leaflet uploaded,,,,,,,,,,,
https://electionleaflets.org/leaflets/9069,,"Saturday 28th, March 2015",Rushcliffe,UKIP,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9070,,"Saturday 28th, March 2015",Rushcliffe,Green,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9071,,"Saturday 28th, March 2015",North East Bedfordshire,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9072,,"Saturday 28th, March 2015",North West Cambridgeshire,UKIP,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9073,,"Saturday 28th, March 2015",Dumfries and Galloway,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9074,,"Saturday 28th, March 2015",South Holland and the Deepings,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9075,,"Saturday 28th, March 2015",Sheffield Hallam,Liberal Democrat,yes,yes,no,leaflet - CV,no,no,no,no
https://electionleaflets.org/leaflets/9076,,"Saturday 28th, March 2015",Ellsmere Port and Neston,Liberal Democrat,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9077,,"Saturday 28th, March 2015",Finchley and Golders Green,Labour,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9078,,"Saturday 28th, March 2015",Gedling,Conservative,no,no,no,leaflet,yes,no,no,no
https://electionleaflets.org/leaflets/9079,,"Saturday 28th, March 2015",Leeds North East,Green,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9080,,"Saturday 28th, March 2015",Kingston & Surbiton,Conservative,yes,yes,yes,leaflet,yes,yes,no,yes
https://electionleaflets.org/leaflets/9081,,"Saturday 28th, March 2015",Kingston & Surbiton,Liberal Democrat,no,no,no,newspaper,yes,yes,yes,yes
https://electionleaflets.org/leaflets/9082,,"Saturday 28th, March 2015",New Forest West,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9083,,"Saturday 28th, March 2015",New Forest West,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9084,,"Saturday 28th, March 2015",Folkstone and Hyde,UKIP,no,no,yes,letter,no,yes,no,no
https://electionleaflets.org/leaflets/9085,,"Saturday 28th, March 2015",Folkstone and Hyde,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9086,,"Saturday 28th, March 2015",Perth and North Perthshire,SNP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9087,,"Saturday 28th, March 2015",Perth and North Perthshire,SNP,no,no,yes,letter,no,no,yes,no
https://electionleaflets.org/leaflets/9088,,"Saturday 28th, March 2015",Basingstoke,Conservative,no,no,no,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9089,,"Saturday 28th, March 2015",Basingstoke,Conservative,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9090,,"Saturday 28th, March 2015",Arundel and South Downs,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9091,,"Saturday 29th, March 2015",Keniworth and Southam,Liberal Democrat,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9092,,"Saturday 29th, March 2015",Keniworth and Southam,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9093,,"Sunday 29th, March 2015",Keniworth and Southam,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9094,,"Sunday 29th, March 2015",Bury North,Conservative,no,no,no,newspaper,no,no,no,no
https://electionleaflets.org/leaflets/9095,,"Sunday 29th, March 2015",Lithgow and East Falkirk,SNP,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9096,,"Sunday 29th, March 2015",Southend West,Labour,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9097,,"Sunday 29th, March 2015",Montgomeryshire,Green,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9098,,"Sunday 29th, March 2015",Norwich North,Conservative,no,no,no,letter,no,yes,no,no
https://electionleaflets.org/leaflets/9099,,"Sunday 29th, March 2015",Thurrock,UKIP,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9100,,"Sunday 29th, March 2015",Thurrock,Conservative,yes,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9101,,"Sunday 29th, March 2015",Bury North,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9102,,"Sunday 29th, March 2015",Bath,Conservative,no,yes,yes,survey,no,yes,no,no
https://electionleaflets.org/leaflets/9103,,"Sunday 29th, March 2015",Bury North,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9104,,"Sunday 29th, March 2015",Bury North,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9105,,"Sunday 29th, March 2015",Mitcham and Morden,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9106,,"Sunday 29th, March 2015",Stoke-on-Trent South,TUSC,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9107,,"Sunday 29th, March 2015",Stoke-on-Trent South,TUSC,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9108,,"Sunday 29th, March 2015",Putney,Conservative,yes,no,yes,leaflet,yes,yes,no,no
https://electionleaflets.org/leaflets/9109,,"Sunday 29th, March 2015",Bath,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9110,,"Sunday 29th, March 2015",Holborn and St Pancras,Green,yes,yes,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9111,,"Sunday 29th, March 2015",Bath,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9112,,"Sunday 29th, March 2015",Stalybridge and Hyde,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9113,unuseable. duplicate of 9112,,,,,,,,,,,
https://electionleaflets.org/leaflets/9114,,"Sunday 29th, March 2015",Bath,Independent,no,no,no,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9115 https://electionleaflets.org/leaflets/9116,,"Sunday 29th, March 2015",Maidstone and the Wear,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9117,,"Monday 30th March, 2015",Battersea,UKIP,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9118,,"Monday 30th March, 2015",Lancaster and Fleetwood,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9119,,"Monday 30th March, 2015",Hove,Conservative,no,yes,no,letter,no,no,no,no
https://electionleaflets.org/leaflets/9120,,"Monday 30th March, 2015",Tooting,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9121,,"Monday 30th March, 2015",Lancaster and Fleetwood,Labour,yes,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9122,,"Monday 30th March, 2015",Lancaster and Fleetwood,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9123,,"Monday 30th March, 2015",Rochester and Stroud,UKIP,no,no,no,letter,no,yes,yes,yes
https://electionleaflets.org/leaflets/9124,,"Monday 30th March, 2015",Hove,Conservative,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9125,,"Monday 30th March, 2015",Hove,Conservative,no,no,no,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9126,,"Monday 30th March, 2015",Sheffield Hallam,Liberal Democrat,yes,yes,no,magazine,no,no,no,no
https://electionleaflets.org/leaflets/9127,,"Monday 30th March, 2015",Rochester and Stroud,Conservative,no,yes,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9128,,"Monday 30th March, 2015",Hornsey and Wood Green,Liberal Democrat,no,no,no,letter,no,no,no,no
https://electionleaflets.org/leaflets/9129,,"Monday 30th March, 2015",Hornsey and Wood Green,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9130,,"Monday 30th March, 2015",Gordon,Liberal Democrat,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9131,,"Monday 30th March, 2015",Cambridge,Labour,no,no,no,newspaper,no,yes,no,no
https://electionleaflets.org/leaflets/9132,,"Monday 30th March, 2015",Llanelli,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9133,,"Monday 30th March, 2015",Richmond Park,Conservative,no,no,no,leaflet + survey,no,no,no,no
https://electionleaflets.org/leaflets/9134,,"Monday 30th March, 2015",Richmond Park,Liberal Democrat,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9135,,"Monday 30th March, 2015",Edinburgh South,Scottish Greens,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9136 https://electionleaflets.org/leaflets/9137,,"Monday 30th March, 2015",Cardiff West,Labour,no,no,yes,leaflet,no,no,no,no
"
",,,,,,,,,,,,
https://electionleaflets.org/leaflets/9138,,"Monday 30th March, 2015",Hastings & Rye,Labour,no,no,yes,newpaper,no,no,no,no
https://electionleaflets.org/leaflets/9139,,"Monday 30th March, 2015","West Chesterson
",Liberal Democrat,no,no,yes,"leaflet
",no,no,yes,yes
https://electionleaflets.org/leaflets/9140,,"Monday 30th March, 2015",West Chesterson,Liberal Democrat,no,no,yes,newsletter,no,no,yes,yes
https://electionleaflets.org/leaflets/9141,"Info not shown/ partial leaflet
","Monday 30th March, 2015",Info not shown,UKIP,no,no,no,"leaflet
",no,no,no,no
https://electionleaflets.org/leaflets/9142,,"Monday 30th March, 2015",Hove,Labour,yes,yes,yes,newspaper,yes,yes,no,no
https://electionleaflets.org/leaflets/9143,2011 election,,,,,,,,,,,
https://electionleaflets.org/leaflets/9144,2011 election,,,,,,,,,,,
https://electionleaflets.org/leaflets/9145,unuseable? sent in her own leaflet and says published my lib dems on site but no mention of them or logo on leaflet,,,,,,,,,,,
https://electionleaflets.org/leaflets/9146,"Deleted
",,,,,,,,,,,
https://electionleaflets.org/leaflets/9147,unuseable. partial leaflet?,"Monday 30th March, 2015",North Devon,UKIP,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9148,,"Monday 30th March, 2015",East Devon,Liberal Democrat,no,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9149,,"Monday 30th March, 2015",East Devon,"Independent
",no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9150,,"Monday 30th March, 2015",Hackney South and Shoreditch,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9151,,"Monday 30th March, 2015",Gloucester,Conservative,no,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9152,,"Monday 30th March, 2015",Watford,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9153,,"Monday 30th March, 2015",Watford,Labour,no,no,yes,leaflet,no,yes,yes,yes
https://electionleaflets.org/leaflets/9154/,,"Monday 30th March, 2015",Cheltenham,Liberal Democrat,no,no,yes,newspaper,no,no,yes,yes
https://electionleaflets.org/leaflets/9155/,,"Monday 30th March, 2015",Cheltenham,Conservative,yes,yes,yes,leaflet,yes,yes,yes,yes
https://electionleaflets.org/leaflets/9156/,,"Monday 30th March, 2015",Cheltenham,Liberal Democrat,no,no,yes,letter,no,no,yes,yes
https://electionleaflets.org/leaflets/9157/,,"Monday 30th March, 2015",Cheltenham,Liberal Democrat,no,no,"yes
",leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9158/,,"Monday 30th March, 2015",Woking,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9159/,,"Tuesday 31st March, 2015
",City and Hunslet (Leeds),Green,no,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9160/,,"Tuesday 31st March, 2015",Gordon,Liberal Democrat,no,no,yes,letter,no,yes,yes,no
https://electionleaflets.org/leaflets/9161/,,"Tuesday 31st March, 2015",Liverpool Wavertree,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9162/,,"Tuesday 31st March, 2015","East Ham
",Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9163/,unuseable,"Tuesday 31st March, 2015",Telford,"Conservative
","
",,,,,,,
https://electionleaflets.org/leaflets/9164/,,"Tuesday 31st March, 2015",Suffolk Costal,Liberal Democrat,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9165/,,"Tuesday 31st March, 2015",Maidstone and the Weald,Liberal Democrat,no,no,no,letter,no,no,yes,no
https://electionleaflets.org/leaflets/9166/,,"Tuesday 31st March, 2015",Maidstone and the Weald,Liberal Democrat,no,no,no,magazine,no,no,yes,no
https://electionleaflets.org/leaflets/9167/,unuseable. Duplicate of 9166,,,,,,,,,,,
https://electionleaflets.org/leaflets/9168/,,"Tuesday 31st March, 2015",Maidstone and the Weald,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9169/,,"Tuesday 31st March, 2015",Maidstone and the Weald,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9170/,,"Tuesday 31st March, 2015",Chipping Barnet,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9171/,,"Tuesday 31st March, 2015",East Devon,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9172/,,"Tuesday 31st March, 2015",Brighton Kemptown,Labour,yes,yes,no,newspaper,no,yes,no,no
https://electionleaflets.org/leaflets/9173,,"Tuesday 31st March, 2015",North Tyneside,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9174,unuseable,,,,,,,,,,,
https://electionleaflets.org/leaflets/9175,,"Tuesday 31st March, 2015",Cambridge,Labour,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9176,,"Tuesday 31st March, 2015",Woking,UKIP,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9177,unuseable,,,,,,,,,,,
https://electionleaflets.org/leaflets/9178,,"Tuesday 31st March, 2015",Woking,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9179,,"Tuesday 31st March, 2015",Cambridge,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9180,,"Tuesday 31st March, 2015",Cambridge,Liberal Democrat,no,no,yes,leaflet,yes,no,yes,yes
https://electionleaflets.org/leaflets/9181,,"Tuesday 31st March, 2015",Cambridge,Liberal Democrat,no,no,yes,leaflet,no,yes,yes,
https://electionleaflets.org/leaflets/9182,,"Tuesday 31st March, 2015",Cambridge,Green,no,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9183,,"Tuesday 31st March, 2015",Watford,Labour,yes,yes,no,newspaper,no,yes,no,no
https://electionleaflets.org/leaflets/9184,,"Tuesday 31st March, 2015",Cambridge,Liberal Democrat,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9185,,"Tuesday 31st March, 2015",North Down,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9186,,"Tuesday 31st March, 2015",Witney,Labour,no,no,no,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9187,,"Wednesday 1st April, 2015",Southend West,Conservatives,no,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9188,,"Wednesday 1st April, 2015",Wycombe,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9189,,"Wednesday 1st April, 2015",Colchester,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9190,,"Wednesday 1st April, 2015",Bolton West,Conservatives,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9191,,"Wednesday 1st April, 2015",Stroud,Labour,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9192,,"Wednesday 1st April, 2015",Stroud,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9193,unuseable,,,,,,,,,,,
https://electionleaflets.org/leaflets/9194,,"Wednesday 1st April, 2015",North East Fife,SNP,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9195,,"Wednesday 1st April, 2015",Brighton Kemptown,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9196,unuseable,,,,,,,,,,,
https://electionleaflets.org/leaflets/9197,,"Wednesday 1st April, 2015",Edinburgh South,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9198,,"Wednesday 1st April, 2015",Cambridge,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9199,,"Wednesday 1st April, 2015",Brighton Kemptown,UKIP,yes,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9200,,"Wednesday 1st April, 2015",Hackney South and Shoreditch,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9201,,"Wednesday 1st April, 2015",Oxford East,Labour,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9202,,"Wednesday 1st April, 2015",Winchester,Liberal Democrat,no,no,no,magazine,no,no,yes,yes
https://electionleaflets.org/leaflets/9203,,"Wednesday 1st April, 2015",Stoke on Trent Central,City Independents,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9204,,"Wednesday 1st April, 2015",Stoke on Trent Central,City Independents,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9205,,"Wednesday 1st April, 2015",Winchester,Liberal Democrat,no,no,no,magazine,no,no,yes,yes
https://electionleaflets.org/leaflets/9206,unuseable duplicate of 9205,,,,,,,,,,,
https://electionleaflets.org/leaflets/9207,unuseable duplicate of 9205,,,,,,,,,,,
https://electionleaflets.org/leaflets/9208,unuseable duplicate of 9205,,,,,,,,,,,
https://electionleaflets.org/leaflets/9209,,"Wednesday 1st April, 2015",Newcastle-under-Lyme,Labour,no,no,yes,letter,no,yes,yes,no
https://electionleaflets.org/leaflets/9210,,"Wednesday 1st April, 2015",Newcastle-under-Lyme,Labour,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9211,,"Wednesday 1st April, 2015",Stoke-on-Trent South,Conservatives,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9212,,"Wednesday 1st April, 2015",Newcastle-under-Lyme,Conservatives,no,no,no,newspaper,no,no,no,no
https://electionleaflets.org/leaflets/9213,unuseable duplicate of 9212,,,,,,,,,,,
https://electionleaflets.org/leaflets/9214,,"Wednesday 1st April, 2015",Manchester Central,Communist League,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9215,,"Wednesday 1st April, 2015",Hove,Labour,no,no,no,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9216,,"Wednesday 1st April, 2015",Rushcliffe,Conservatives,no,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9217,,"Wednesday 1st April, 2015",Rushcliffe,Conservatives,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9218,,"Wednesday 1st April, 2015",Broxtowe,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9219,,"Wednesday 1st April, 2015",Broxtowe,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9220,,"Wednesday 1st April, 2015",Broxtowe,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9221,,"Wednesday 1st April, 2015",Oxford East,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9222,,"Wednesday 1st April, 2015",Bristol West,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9223,,"Wednesday 1st April, 2015",Bristol West,Labour,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9224,,"Wednesday 1st April, 2015",Bristol West,Green,no,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9225,,"Wednesday 1st April, 2015",Bristol West,Liberal Democrat,no,no,yes,leaflet,yes,yes,yes,yes
https://electionleaflets.org/leaflets/9226,,"Wednesday 1st April, 2015",Bristol West,Liberal Democrat,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9227,,"Wednesday 1st April, 2015",Reading East,Labour,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9228,,"Wednesday 1st April, 2015",Bristol West,Labour,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9229,,"Wednesday 1st April, 2015",Mid Bedfordshire,Liberal Democrat,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9230,,"Wednesday 1st April, 2015",Mid Bedfordshire,Labour,yes,yes,no,newspaper,yes,yes,no,no
https://electionleaflets.org/leaflets/9231,,"Wednesday 1st April, 2015",Mid Bedfordshire,Liberal Democrat,no,no,no,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9232,,"Wednesday 1st April, 2015",Mid Bedfordshire,Liberal Democrat,no,no,yes,leaflet,no,no,yes,no
https://electionleaflets.org/leaflets/9233,,"Wednesday 1st April, 2015",Mid Bedfordshire,UKIP,no,no,yes,leaflet,no,no,yes,no
https://electionleaflets.org/leaflets/9234,,"Wednesday 1st April, 2015",Mid Bedfordshire,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9235,,"Wednesday 1st April, 2015",Suffolk Coastal,Liberal Democrat,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9236,,"Wednesday 1st April, 2015",Stoke-on-Trent North,Labour,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9237,unuseable duplicate of 9235,,,,,,,,,,,
https://electionleaflets.org/leaflets/9238,,"Wednesday 1st April, 2015",Stoke-on-Trent North,Independent,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9239,,"Wednesday 1st April, 2015",Weston Super Mare,Liberal Democrat,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9240,,"Wednesday 1st April, 2015",Weston Super Mare,Conservative,yes,no,yes,leaflet,no,yes,yes,yes
https://electionleaflets.org/leaflets/9241,,"Wednesday 1st April, 2015",Edinburgh South,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9242,,"Wednesday 1st April, 2015",Edinburgh South,Labour,no,no,no,letter,no,no,yes,no
https://electionleaflets.org/leaflets/9243,,"Wednesday 1st April, 2015",Edinburgh South,SNP,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9244,,"Wednesday 1st April, 2015",Edinburgh South,SNP,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9245,,"Wednesday 1st April, 2015",Edinburgh South,Labour,no,no,yes,leaflet,no,no,no,no
